year,month,country,region,total,tourist,business,others,short_excursion
2010,April,Mexico,North America,1437,1134,189,114,0
2010,April,Netherland,Europe,2934,2077,765,92,0
2010,April,New Zealand,Oceania,2746,2030,407,309,0
2010,April,North America Unclassified,North America,500,251,128,121,0
2010,April,Norway,Europe,741,470,222,49,0
2010,April,Oceania Unclassified,Oceania,213,100,42,71,0
2010,April,Philippines,Asia,8575,5574,1028,1973,0
2010,April,Portugal,Europe,865,765,75,25,0
2010,April,Russia,Europe,5021,3155,1181,685,0
2010,April,Singapore,Asia,13817,11428,2212,177,0
2010,April,South America Unclassified,South America,1572,1076,254,242,0
2010,April,Spain,Europe,2706,2218,314,174,0
2010,April,Sweden,Europe,2998,2122,716,160,0
2010,April,Swiss,Europe,2903,2381,452,70,0
2010,April,Taiwan,Asia,109680,98574,7980,3126,0
2010,April,Thailand,Asia,36817,32777,2327,1713,0
2010,April,U.S.A.,North America,66879,45739,17158,3982,0
2010,April,United Kingdom,Europe,18419,13716,3331,1372,0
2010,April,Vietnam,Asia,4000,1584,826,1590,0
2010,August,Africa,Africa,1847,593,418,836,0
2010,August,Asia Unclassified,Asia,10940,6288,1407,3245,0
2010,August,Australia,Oceania,12858,8874,2411,1573,0
2010,August,Austria,Europe,1133,811,251,71,0
2010,August,Belgium,Europe,1187,725,312,150,0
2010,August,Brazil,South America,1527,905,343,279,0
2010,August,Canada,North America,12291,9280,1251,1760,0
2010,August,China,Asia,171503,119821,18729,32953,0
2010,August,Denmark,Europe,866,399,382,85,0
2010,August,Europe Unclassified,Europe,4701,3096,699,906,0
2010,August,Finland,Europe,1042,622,265,155,0
2010,August,France,Europe,14446,10586,1931,1929,0
2010,August,Germany,Europe,9789,5082,3470,1237,0
2010,August,Hong Kong,Asia,51526,48636,2447,443,0
2010,August,India,Asia,5401,1267,2358,1776,0
2010,August,Indonesia,Asia,3720,1687,779,1254,0
2010,August,Ireland,Europe,903,495,238,170,0
2010,August,Israel,Asia,914,537,309,68,0
2010,August,Italy,Europe,8279,7235,701,343,0
2010,August,Korea,Asia,246882,207487,23492,15903,0
2010,August,Malaysia,Asia,4996,2414,1811,771,0
2010,August,Mexico,North America,1299,970,167,162,0
2010,August,Netherland,Europe,2202,1354,628,220,0
2010,August,New Zealand,Oceania,2538,1594,420,524,0
2010,August,North America Unclassified,North America,614,221,113,280,0
2010,August,Norway,Europe,654,349,205,100,0
2010,August,Oceania Unclassified,Oceania,214,44,46,124,0
2010,August,Philippines,Asia,5517,2582,1087,1848,0
2010,August,Portugal,Europe,1634,1521,67,46,0
2010,August,Russia,Europe,4375,3067,667,641,0
2010,August,Singapore,Asia,7239,4876,2045,318,0
2010,August,South America Unclassified,South America,1436,892,217,327,0
2010,August,Spain,Europe,7368,6797,312,259,0
2010,August,Sweden,Europe,1873,899,649,325,0
2010,August,Swiss,Europe,1912,1242,489,181,0
2010,August,Taiwan,Asia,113438,102405,7104,3929,0
2010,August,Thailand,Asia,9857,5962,2118,1777,0
2010,August,U.S.A.,North America,55449,31688,14859,8902,0
2010,August,United Kingdom,Europe,14880,8893,3445,2542,0
2010,August,Vietnam,Asia,3421,1170,645,1606,0
2010,December,Africa,Africa,1493,626,348,519,0
2010,December,Asia Unclassified,Asia,7442,3954,1381,2107,0
2010,December,Australia,Oceania,24815,22181,1788,846,0
2010,December,Austria,Europe,932,570,265,97,0
2010,December,Belgium,Europe,877,458,356,63,0
2010,December,Brazil,South America,1837,1403,273,161,0
2010,December,Canada,North America,12273,10346,1303,624,0
2010,December,China,Asia,60493,27050,16714,16729,0
2010,December,Denmark,Europe,777,499,248,30,0
2010,December,Europe Unclassified,Europe,3122,1990,619,513,0
2010,December,Finland,Europe,1175,885,231,59,0
2010,December,France,Europe,10168,7031,2248,889,0
2010,December,Germany,Europe,7405,3967,2972,466,0
2010,December,Hong Kong,Asia,42622,40213,2149,260,0
2010,December,India,Asia,4292,1270,1874,1148,0
2010,December,Indonesia,Asia,11124,9226,1086,812,0
2010,December,Ireland,Europe,764,458,214,92,0
2010,December,Israel,Asia,521,219,269,33,0
2010,December,Italy,Europe,4238,3251,787,200,0
2010,December,Korea,Asia,202508,166676,27387,8445,0
2010,December,Malaysia,Asia,17451,15375,1609,467,0
2010,December,Mexico,North America,1344,1159,130,55,0
2010,December,Netherland,Europe,2196,1426,675,95,0
2010,December,New Zealand,Oceania,2901,2375,315,211,0
2010,December,North America Unclassified,North America,344,192,74,78,0
2010,December,Norway,Europe,591,422,144,25,0
2010,December,Oceania Unclassified,Oceania,174,88,42,44,0
2010,December,Philippines,Asia,6339,4547,749,1043,0
2010,December,Portugal,Europe,721,636,72,13,0
2010,December,Russia,Europe,3696,2448,739,509,0
2010,December,Singapore,Asia,36827,34985,1685,157,0
2010,December,South America Unclassified,South America,982,710,122,150,0
2010,December,Spain,Europe,2199,1824,264,111,0
2010,December,Sweden,Europe,1826,1192,528,106,0
2010,December,Swiss,Europe,1520,1072,376,72,0
2010,December,Taiwan,Asia,81477,72186,7583,1708,0
2010,December,Thailand,Asia,19370,16462,1898,1010,0
2010,December,U.S.A.,North America,54003,37208,13328,3467,0
2010,December,United Kingdom,Europe,12655,8724,3022,909,0
2010,December,Vietnam,Asia,2833,961,653,1219,0
2010,February,Africa,Africa,1599,436,579,584,0
2010,February,Asia Unclassified,Asia,7552,3824,1680,2048,0
2010,February,Australia,Oceania,20631,17697,2253,681,0
2010,February,Austria,Europe,938,496,341,101,0
2010,February,Belgium,Europe,892,416,410,66,0
2010,February,Brazil,South America,892,400,268,224,0
2010,February,Canada,North America,11484,9384,1477,623,0
2010,February,China,Asia,121494,83684,12231,25579,0
2010,February,Denmark,Europe,1091,662,370,59,0
2010,February,Europe Unclassified,Europe,2832,1401,732,699,0
2010,February,Finland,Europe,1090,740,302,48,0
2010,February,France,Europe,8700,5331,2672,697,0
2010,February,Germany,Europe,7293,3014,3772,507,0
2010,February,Hong Kong,Asia,52235,49871,2071,293,0
2010,February,India,Asia,3999,989,1973,1037,0
2010,February,Indonesia,Asia,3363,1681,817,865,0
2010,February,Ireland,Europe,683,376,257,50,0
2010,February,Israel,Asia,611,216,368,27,0
2010,February,Italy,Europe,3332,1782,1166,384,0
2010,February,Korea,Asia,197784,164475,24172,9137,0
2010,February,Malaysia,Asia,7943,5797,1521,625,0
2010,February,Mexico,North America,1001,614,291,96,0
2010,February,Netherland,Europe,2134,1184,848,102,0
2010,February,New Zealand,Oceania,2092,1488,418,186,0
2010,February,North America Unclassified,North America,372,132,108,132,0
2010,February,Norway,Europe,641,390,217,34,0
2010,February,Oceania Unclassified,Oceania,194,58,52,84,0
2010,February,Philippines,Asia,4505,2099,1138,1268,0
2010,February,Portugal,Europe,754,645,88,21,0
2010,February,Russia,Europe,2450,1214,835,401,0
2010,February,Singapore,Asia,10791,8807,1750,234,0
2010,February,South America Unclassified,South America,1117,575,216,326,0
2010,February,Spain,Europe,1942,1329,500,113,0
2010,February,Sweden,Europe,1848,870,789,189,0
2010,February,Swiss,Europe,1335,836,426,73,0
2010,February,Taiwan,Asia,105416,97727,5477,2212,0
2010,February,Thailand,Asia,9944,7045,1813,1086,0
2010,February,U.S.A.,North America,43645,25066,15488,3091,0
2010,February,United Kingdom,Europe,15630,10489,4255,886,0
2010,February,Vietnam,Asia,2652,803,441,1408,0
2010,January,Africa,Africa,1609,286,432,891,0
2010,January,Asia Unclassified,Asia,7920,2764,1765,3391,0
2010,January,Australia,Oceania,26904,23001,2082,1821,0
2010,January,Austria,Europe,886,391,286,209,0
2010,January,Belgium,Europe,895,320,427,148,0
2010,January,Brazil,South America,1377,597,337,443,0
2010,January,Canada,North America,11132,7832,1526,1774,0
2010,January,China,Asia,92120,39775,17262,35083,0
2010,January,Denmark,Europe,906,418,385,103,0
2010,January,Europe Unclassified,Europe,3260,1229,729,1302,0
2010,January,Finland,Europe,1193,808,286,99,0
2010,January,France,Europe,8218,3549,2793,1876,0
2010,January,Germany,Europe,6899,2022,3724,1153,0
2010,January,Hong Kong,Asia,30522,27628,2417,477,0
2010,January,India,Asia,5758,1027,2319,2412,0
2010,January,Indonesia,Asia,3735,1676,776,1283,0
2010,January,Ireland,Europe,827,348,239,240,0
2010,January,Israel,Asia,715,211,428,76,0
2010,January,Italy,Europe,3528,1839,1166,523,0
2010,January,Korea,Asia,232053,189639,26102,16312,0
2010,January,Malaysia,Asia,4689,2174,1718,797,0
2010,January,Mexico,North America,1374,881,277,216,0
2010,January,Netherland,Europe,1995,940,880,175,0
2010,January,New Zealand,Oceania,2942,1974,387,581,0
2010,January,North America Unclassified,North America,546,129,123,294,0
2010,January,Norway,Europe,729,406,224,99,0
2010,January,Oceania Unclassified,Oceania,250,78,48,124,0
2010,January,Philippines,Asia,6532,1724,1365,3443,0
2010,January,Portugal,Europe,524,409,72,43,0
2010,January,Russia,Europe,4119,2658,741,720,0
2010,January,Singapore,Asia,6577,4292,1975,310,0
2010,January,South America Unclassified,South America,1210,588,206,416,0
2010,January,Spain,Europe,1767,1105,343,319,0
2010,January,Sweden,Europe,1904,806,733,365,0
2010,January,Swiss,Europe,1317,731,443,143,0
2010,January,Taiwan,Asia,89849,78455,7313,4081,0
2010,January,Thailand,Asia,9881,5902,2062,1917,0
2010,January,U.S.A.,North America,48643,23244,16254,9145,0
2010,January,United Kingdom,Europe,12261,5400,4168,2693,0
2010,January,Vietnam,Asia,2737,463,532,1742,0
2010,July,Africa,Africa,1871,768,498,605,0
2010,July,Asia Unclassified,Asia,10181,6099,1805,2277,0
2010,July,Australia,Oceania,15563,12220,2398,945,0
2010,July,Austria,Europe,1312,967,279,66,0
2010,July,Belgium,Europe,1646,1160,400,86,0
2010,July,Brazil,South America,2262,1676,348,238,0
2010,July,Canada,North America,14468,12365,1405,698,0
2010,July,China,Asia,164944,124477,20268,20199,0
2010,July,Denmark,Europe,1539,1252,251,36,0
2010,July,Europe Unclassified,Europe,4856,3326,769,761,0
2010,July,Finland,Europe,1510,1314,147,49,0
2010,July,France,Europe,16202,12285,2902,1015,0
2010,July,Germany,Europe,9844,5436,3840,568,0
2010,July,Hong Kong,Asia,68846,65775,2766,305,0
2010,July,India,Asia,5395,1713,2414,1268,0
2010,July,Indonesia,Asia,6179,4250,1031,898,0
2010,July,Ireland,Europe,894,523,234,137,0
2010,July,Israel,Asia,859,483,334,42,0
2010,July,Italy,Europe,5748,4125,1161,462,0
2010,July,Korea,Asia,236092,199611,27868,8613,0
2010,July,Malaysia,Asia,7960,5620,1947,393,0
2010,July,Mexico,North America,2140,1788,211,141,0
2010,July,Netherland,Europe,3644,2807,721,116,0
2010,July,New Zealand,Oceania,3233,2458,500,275,0
2010,July,North America Unclassified,North America,524,270,118,136,0
2010,July,Norway,Europe,1019,847,126,46,0
2010,July,Oceania Unclassified,Oceania,341,183,76,82,0
2010,July,Philippines,Asia,5238,2868,1067,1303,0
2010,July,Portugal,Europe,1114,988,103,23,0
2010,July,Russia,Europe,4934,3393,918,623,0
2010,July,Singapore,Asia,11556,9198,2154,204,0
2010,July,South America Unclassified,South America,1400,986,198,216,0
2010,July,Spain,Europe,5543,4979,404,160,0
2010,July,Sweden,Europe,2104,1518,457,129,0
2010,July,Swiss,Europe,2860,2314,453,93,0
2010,July,Taiwan,Asia,152925,143466,7641,1818,0
2010,July,Thailand,Asia,14208,10464,2505,1239,0
2010,July,U.S.A.,North America,68051,48183,15072,4796,0
2010,July,United Kingdom,Europe,16233,11054,3879,1300,0
2010,July,Vietnam,Asia,3283,1366,868,1049,0
2010,June,Africa,Africa,1536,581,470,485,0
2010,June,Asia Unclassified,Asia,8146,4436,1710,2000,0
2010,June,Australia,Oceania,16171,13054,2485,632,0
2010,June,Austria,Europe,954,545,330,79,0
2010,June,Belgium,Europe,1028,432,555,41,0
2010,June,Brazil,South America,1615,934,410,271,0
2010,June,Canada,North America,10378,8229,1615,534,0
2010,June,China,Asia,103706,65432,18599,19675,0
2010,June,Denmark,Europe,1145,661,440,44,0
2010,June,Europe Unclassified,Europe,3569,1895,855,819,0
2010,June,Finland,Europe,1582,1232,302,48,0
2010,June,France,Europe,9686,5605,3277,804,0
2010,June,Germany,Europe,8550,3311,4739,500,0
2010,June,Hong Kong,Asia,47490,44538,2652,300,0
2010,June,India,Asia,5813,2110,2455,1248,0
2010,June,Indonesia,Asia,7941,5867,1021,1053,0
2010,June,Ireland,Europe,857,505,287,65,0
2010,June,Israel,Asia,723,330,360,33,0
2010,June,Italy,Europe,3955,2488,1254,213,0
2010,June,Korea,Asia,179088,142003,28812,8273,0
2010,June,Malaysia,Asia,8295,5668,2164,463,0
2010,June,Mexico,North America,1585,1283,212,90,0
2010,June,Netherland,Europe,2136,1007,1038,91,0
2010,June,New Zealand,Oceania,2392,1709,490,193,0
2010,June,North America Unclassified,North America,399,199,113,87,0
2010,June,Norway,Europe,835,557,258,20,0
2010,June,Oceania Unclassified,Oceania,275,167,36,72,0
2010,June,Philippines,Asia,5394,3049,1082,1263,0
2010,June,Portugal,Europe,845,731,94,20,0
2010,June,Russia,Europe,3750,2466,836,448,0
2010,June,Singapore,Asia,17644,15207,2265,172,0
2010,June,South America Unclassified,South America,1318,852,264,202,0
2010,June,Spain,Europe,2997,2423,431,143,0
2010,June,Sweden,Europe,2470,1394,829,247,0
2010,June,Swiss,Europe,1552,946,557,49,0
2010,June,Taiwan,Asia,113900,104005,8174,1721,0
2010,June,Thailand,Asia,9967,6365,2581,1021,0
2010,June,U.S.A.,North America,71781,51091,17251,3439,0
2010,June,United Kingdom,Europe,12071,6352,4661,1058,0
2010,June,Vietnam,Asia,3485,1426,733,1326,0
2010,March,Africa,Africa,1751,585,503,663,0
2010,March,Asia Unclassified,Asia,9479,4418,1818,3243,0
2010,March,Australia,Oceania,20473,16432,2704,1337,0
2010,March,Austria,Europe,1395,890,392,113,0
2010,March,Belgium,Europe,1401,698,600,103,0
2010,March,Brazil,South America,1841,1076,429,336,0
2010,March,Canada,North America,15125,12228,1863,1034,0
2010,March,China,Asia,123314,57532,18946,46836,0
2010,March,Denmark,Europe,1742,1133,512,97,0
2010,March,Europe Unclassified,Europe,5076,3218,1002,856,0
2010,March,Finland,Europe,1942,1368,404,170,0
2010,March,France,Europe,13265,8465,3413,1387,0
2010,March,Germany,Europe,14141,8308,4957,876,0
2010,March,Hong Kong,Asia,36366,32961,2790,615,0
2010,March,India,Asia,5310,1658,2448,1204,0
2010,March,Indonesia,Asia,6381,4104,1031,1246,0
2010,March,Ireland,Europe,1076,645,338,93,0
2010,March,Israel,Asia,1993,1557,392,44,0
2010,March,Italy,Europe,6235,4292,1664,279,0
2010,March,Korea,Asia,169295,121088,30120,18087,0
2010,March,Malaysia,Asia,12130,8386,2251,1493,0
2010,March,Mexico,North America,1906,1452,269,185,0
2010,March,Netherland,Europe,3064,1803,1107,154,0
2010,March,New Zealand,Oceania,2445,1571,517,357,0
2010,March,North America Unclassified,North America,456,213,120,123,0
2010,March,Norway,Europe,1467,1043,309,115,0
2010,March,Oceania Unclassified,Oceania,224,63,51,110,0
2010,March,Philippines,Asia,7907,5204,1166,1537,0
2010,March,Portugal,Europe,843,709,89,45,0
2010,March,Russia,Europe,4478,2942,972,564,0
2010,March,Singapore,Asia,13469,10813,2390,266,0
2010,March,South America Unclassified,South America,1420,882,217,321,0
2010,March,Spain,Europe,4338,3629,521,188,0
2010,March,Sweden,Europe,3384,2154,994,236,0
2010,March,Swiss,Europe,2667,1941,590,136,0
2010,March,Taiwan,Asia,89524,76454,8684,4386,0
2010,March,Thailand,Asia,28340,23478,2829,2033,0
2010,March,U.S.A.,North America,71553,46296,18847,6410,0
2010,March,United Kingdom,Europe,17809,11237,5048,1524,0
2010,March,Vietnam,Asia,4606,1335,665,2606,0
2010,May,Africa,Africa,1769,565,610,594,0
2010,May,Asia Unclassified,Asia,8068,3743,2106,2219,0
2010,May,Australia,Oceania,14621,10990,2738,893,0
2010,May,Austria,Europe,1324,777,361,186,0
2010,May,Belgium,Europe,1341,742,524,75,0
2010,May,Brazil,South America,1604,834,493,277,0
2010,May,Canada,North America,14394,11684,1842,868,0
2010,May,China,Asia,112558,65919,20214,26425,0
2010,May,Denmark,Europe,1183,636,497,50,0
2010,May,Europe Unclassified,Europe,4550,2819,1088,643,0
2010,May,Finland,Europe,1347,884,395,68,0
2010,May,France,Europe,13699,8851,3560,1288,0
2010,May,Germany,Europe,10944,5462,4612,870,0
2010,May,Hong Kong,Asia,40864,37954,2626,284,0
2010,May,India,Asia,7942,3684,2566,1692,0
2010,May,Indonesia,Asia,5109,2975,1057,1077,0
2010,May,Ireland,Europe,873,415,344,114,0
2010,May,Israel,Asia,884,456,390,38,0
2010,May,Italy,Europe,5138,3393,1482,263,0
2010,May,Korea,Asia,201484,164368,26345,10771,0
2010,May,Malaysia,Asia,10252,7231,2435,586,0
2010,May,Mexico,North America,1686,1309,233,144,0
2010,May,Netherland,Europe,3013,1960,946,107,0
2010,May,New Zealand,Oceania,2457,1609,566,282,0
2010,May,North America Unclassified,North America,446,231,114,101,0
2010,May,Norway,Europe,651,358,264,29,0
2010,May,Oceania Unclassified,Oceania,234,87,49,98,0
2010,May,Philippines,Asia,8546,5257,1322,1967,0
2010,May,Portugal,Europe,711,568,120,23,0
2010,May,Russia,Europe,4238,2551,1094,593,0
2010,May,Singapore,Asia,15041,12644,2165,232,0
2010,May,South America Unclassified,South America,1722,1165,319,238,0
2010,May,Spain,Europe,3166,2500,519,147,0
2010,May,Sweden,Europe,2437,1252,1035,150,0
2010,May,Swiss,Europe,2207,1496,583,128,0
2010,May,Taiwan,Asia,114168,104179,7691,2298,0
2010,May,Thailand,Asia,17014,13406,2450,1158,0
2010,May,U.S.A.,North America,65559,42752,18089,4718,0
2010,May,United Kingdom,Europe,14969,8189,5320,1460,0
2010,May,Vietnam,Asia,3086,950,792,1344,0
2010,November,Africa,Africa,2082,704,695,683,0
2010,November,Asia Unclassified,Asia,9103,4039,2198,2866,0
2010,November,Australia,Oceania,15173,10850,3317,1006,0
2010,November,Austria,Europe,1258,624,543,91,0
2010,November,Belgium,Europe,1486,716,705,65,0
2010,November,Brazil,South America,1635,897,553,185,0
2010,November,Canada,North America,11575,8546,2362,667,0
2010,November,China,Asia,68385,25094,22842,20449,0
2010,November,Denmark,Europe,1279,630,616,33,0
2010,November,Europe Unclassified,Europe,5058,2665,1422,971,0
2010,November,Finland,Europe,1579,1007,521,51,0
2010,November,France,Europe,11121,6181,4229,711,0
2010,November,Germany,Europe,12463,5516,6282,665,
2010,November,Hong Kong,Asia,27432,24314,2858,260,0
2010,November,India,Asia,5357,1475,2722,1160,0
2010,November,Indonesia,Asia,5615,2801,1515,1299,0
2010,November,Ireland,Europe,978,448,443,87,0
2010,November,Israel,Asia,978,494,457,27,0
2010,November,Italy,Europe,4702,2604,1888,210,0
2010,November,Korea,Asia,197244,156187,32264,8793,0
2010,November,Malaysia,Asia,11055,7857,2684,514,0
2010,November,Mexico,North America,1608,1175,312,121,0
2010,November,Netherland,Europe,3038,1536,1317,185,0
2010,November,New Zealand,Oceania,2058,1120,676,262,0
2010,November,North America Unclassified,North America,508,252,118,138,0
2010,November,Norway,Europe,984,534,423,27,0
2010,November,Oceania Unclassified,Oceania,281,82,81,118,0
2010,November,Philippines,Asia,5894,3156,1438,1300,0
2010,November,Portugal,Europe,646,498,132,16,0
2010,November,Russia,Europe,4976,2740,1470,766,0
2010,November,Singapore,Asia,23611,20562,2846,203,0
2010,November,South America Unclassified,South America,1802,1028,534,240,0
2010,November,Spain,Europe,2909,2116,641,152,0
2010,November,Sweden,Europe,2604,1251,1222,131,0
2010,November,Swiss,Europe,2063,1175,801,87,0
2010,November,Taiwan,Asia,89412,77966,9691,1755,0
2010,November,Thailand,Asia,18894,14089,3434,1371,0
2010,November,U.S.A.,North America,59083,33905,21013,4165,0
2010,November,United Kingdom,Europe,15068,7393,6575,1100,0
2010,November,Vietnam,Asia,3772,1054,1130,1588,0
2010,October,Africa,Africa,3090,1044,896,1150,0
2010,October,Asia Unclassified,Asia,9902,3789,2634,3479,0
2010,October,Australia,Oceania,16659,12425,3296,938,0
2010,October,Austria,Europe,1860,1040,595,225,0
2010,October,Belgium,Europe,1923,1156,653,114,0
2010,October,Brazil,South America,2564,1752,529,283,0
2010,October,Canada,North America,13281,10344,2223,714,0
2010,October,China,Asia,106237,51940,22927,31370,0
2010,October,Denmark,Europe,1792,1123,618,51,0
2010,October,Europe Unclassified,Europe,6337,3750,1433,1154,0
2010,October,Finland,Europe,1857,1159,630,68,0
2010,October,France,Europe,16580,11023,4345,1212,0
2010,October,Germany,Europe,15302,8204,6221,877,0
2010,October,Hong Kong,Asia,30423,26998,2994,431,0
2010,October,India,Asia,6603,2174,3134,1295,0
2010,October,Indonesia,Asia,7010,3543,1810,1657,0
2010,October,Ireland,Europe,1037,575,353,109,0
2010,October,Israel,Asia,1910,1187,576,147,0
2010,October,Italy,Europe,6638,4251,1979,408,0
2010,October,Korea,Asia,193829,152099,31595,10135,0
2010,October,Malaysia,Asia,9233,5577,2822,834,0
2010,October,Mexico,North America,2130,1668,342,120,0
2010,October,Netherland,Europe,3688,2242,1318,128,0
2010,October,New Zealand,Oceania,2735,1827,666,242,0
2010,October,North America Unclassified,North America,745,385,192,168,0
2010,October,Norway,Europe,1132,614,486,32,0
2010,October,Oceania Unclassified,Oceania,365,134,80,151,0
2010,October,Philippines,Asia,6797,3992,1491,1314,0
2010,October,Portugal,Europe,851,703,117,31,0
2010,October,Russia,Europe,5426,3212,1578,636,0
2010,October,Singapore,Asia,13459,10549,2689,221,0
2010,October,South America Unclassified,South America,2200,1442,449,309,0
2010,October,Spain,Europe,4581,3718,677,186,0
2010,October,Sweden,Europe,3467,1878,1365,224,0
2010,October,Swiss,Europe,3360,2382,830,148,0
2010,October,Taiwan,Asia,105678,93592,9554,2532,0
2010,October,Thailand,Asia,27812,22159,3868,1785,0
2010,October,U.S.A.,North America,65989,40163,21967,3859,0
2010,October,United Kingdom,Europe,18505,10858,5997,1650,0
2010,October,Vietnam,Asia,4226,1166,1024,2036,0
2010,September,Africa,Africa,2300,753,667,880,0
2010,September,Asia Unclassified,Asia,9196,3799,1858,3539,0
2010,September,Australia,Oceania,23500,19556,2915,1029,0
2010,September,Austria,Europe,1252,667,395,190,0
2010,September,Belgium,Europe,1547,924,515,108,0
2010,September,Brazil,South America,1922,1213,438,271,0
2010,September,Canada,North America,11570,8735,1771,1064,0
2010,September,China,Asia,137333,73780,21305,42248,0
2010,September,Denmark,Europe,1216,594,539,83,0
2010,September,Europe Unclassified,Europe,5726,3321,1107,1298,0
2010,September,Finland,Europe,1117,611,348,158,0
2010,September,France,Europe,11475,6538,3432,1505,0
2010,September,Germany,Europe,11534,5805,4619,1110,0
2010,September,Hong Kong,Asia,33767,30376,2786,605,0
2010,September,India,Asia,5392,1514,2388,1490,0
2010,September,Indonesia,Asia,13681,10781,1053,1847,0
2010,September,Ireland,Europe,982,505,356,121,0
2010,September,Israel,Asia,1856,1483,310,63,0
2010,September,Italy,Europe,5065,3202,1328,535,0
2010,September,Korea,Asia,193975,151270,26444,16261,0
2010,September,Malaysia,Asia,9033,5359,2058,1616,0
2010,September,Mexico,North America,1738,1330,231,177,0
2010,September,Netherland,Europe,2793,1545,1063,185,0
2010,September,New Zealand,Oceania,3522,2682,571,269,0
2010,September,North America Unclassified,North America,657,309,193,155,0
2010,September,Norway,Europe,858,411,327,120,0
2010,September,Oceania Unclassified,Oceania,295,87,68,140,0
2010,September,Philippines,Asia,6133,3246,1232,1655,0
2010,September,Portugal,Europe,805,652,100,53,0
2010,September,Russia,Europe,3994,2178,990,826,0
2010,September,Singapore,Asia,10929,8219,2414,296,0
2010,September,South America Unclassified,South America,1909,1174,318,417,0
2010,September,Spain,Europe,4560,3508,552,500,0
2010,September,Sweden,Europe,2273,1016,988,269,0
2010,September,Swiss,Europe,2309,1576,588,145,0
2010,September,Taiwan,Asia,102811,90330,8267,4214,0
2010,September,Thailand,Asia,12777,7792,2776,2209,0
2010,September,U.S.A.,North America,56599,31912,18906,5781,0
2010,September,United Kingdom,Europe,15545,8690,5014,1841,0
2010,September,Vietnam,Asia,3761,946,722,2093,0
2011,April,Africa,Africa,1195,260,198,737,0
2011,April,Asia Unclassified,Asia,7403,953,1062,5388,0
2011,April,Australia,Oceania,6490,4228,937,1325,0
2011,April,Austria,Europe,287,116,84,87,0
2011,April,Belgium,Europe,542,262,170,110,0
2011,April,Brazil,South America,836,414,118,304,0
2011,April,Canada,North America,5292,3540,642,1110,0
2011,April,China,Asia,76164,4948,6702,64514,0
2011,April,Denmark,Europe,456,226,150,80,0
2011,April,Europe Unclassified,Europe,2098,757,322,1019,0
2011,April,Finland,Europe,671,432,115,124,0
2011,April,France,Europe,5472,2293,1422,1757,0
2011,April,Germany,Europe,3268,1076,1329,863,0
2011,April,Hong Kong,Asia,5774,4097,847,830,0
2011,April,India,Asia,4715,465,1209,3041,0
2011,April,Indonesia,Asia,2874,933,492,1449,0
2011,April,Ireland,Europe,471,211,118,142,0
2011,April,Israel,Asia,359,124,152,83,0
2011,April,Italy,Europe,1274,514,326,434,0
2011,April,Korea,Asia,63790,23147,18687,21956,0
2011,April,Malaysia,Asia,3462,822,891,1749,0
2011,April,Mexico,North America,694,442,103,149,0
2011,April,Netherland,Europe,1231,630,419,182,0
2011,April,New Zealand,Oceania,1407,724,228,455,0
2011,April,North America Unclassified,North America,277,62,94,121,0
2011,April,Norway,Europe,387,199,103,85,0
2011,April,Oceania Unclassified,Oceania,147,32,18,97,0
2011,April,Philippines,Asia,5706,2409,660,2637,0
2011,April,Portugal,Europe,163,95,28,40,0
2011,April,Russia,Europe,1646,526,509,611,0
2011,April,Singapore,Asia,2360,1210,755,395,0
2011,April,South America Unclassified,South America,586,236,92,258,0
2011,April,Spain,Europe,943,523,201,219,0
2011,April,Sweden,Europe,1149,464,347,338,0
2011,April,Swiss,Europe,823,461,200,162,0
2011,April,Taiwan,Asia,35800,26036,4930,4834,0
2011,April,Thailand,Asia,8001,4273,1326,2402,0
2011,April,U.S.A.,North America,29788,15886,8368,5534,0
2011,April,United Kingdom,Europe,8010,4268,1906,1836,0
2011,April,Vietnam,Asia,3787,515,381,2891,0
2011,August,Africa,Africa,1498,430,293,775,0
2011,August,Asia Unclassified,Asia,7765,3794,1049,2922,0
2011,August,Australia,Oceania,7631,4330,2015,1286,0
2011,August,Austria,Europe,540,290,197,53,0
2011,August,Belgium,Europe,734,311,290,133,0
2011,August,Brazil,South America,1065,531,298,236,0
2011,August,Canada,North America,8035,5463,1162,1410,0
2011,August,China,Asia,102640,54125,15849,32666,0
2011,August,Denmark,Europe,647,265,285,97,0
2011,August,Europe Unclassified,Europe,2954,1617,570,767,0
2011,August,Finland,Europe,722,356,225,141,0
2011,August,France,Europe,8033,4898,1688,1447,0
2011,August,Germany,Europe,5681,2116,2786,779,0
2011,August,Hong Kong,Asia,38436,36017,2102,317,0
2011,August,India,Asia,4485,850,2072,1563,0
2011,August,Indonesia,Asia,5317,3538,678,1101,
2011,August,Ireland,Europe,624,248,198,178,0
2011,August,Israel,Asia,453,169,210,74,
2011,August,Italy,Europe,2538,1518,675,345,0
2011,August,Korea,Asia,147030,109842,22127,15061,0
2011,August,Malaysia,Asia,5219,3070,1447,702,0
2011,August,Mexico,North America,1036,736,175,125,0
2011,August,Netherland,Europe,1634,833,609,192,0
2011,August,New Zealand,Oceania,1666,872,396,398,0
2011,August,North America Unclassified,North America,405,156,62,187,0
2011,August,Norway,Europe,475,206,170,99,0
2011,August,Oceania Unclassified,Oceania,254,130,45,79,0
2011,August,Philippines,Asia,5364,2344,1059,1961,0
2011,August,Portugal,Europe,771,616,121,34,0
2011,August,Russia,Europe,2582,1362,591,629,
